Timestamp,Date,Hour,Temperature_C,Humidity_pct,Wind_Speed_ms,Cloud_Cover_pct,Solar_Irradiance_Wm2,Solar_MW,Wind_MW,Total_Load_MW,Grid_Import_MW,Grid_Import_MVAR,V_Sub_650,V_Split_632,V_Solar_633,V_Wind_675,V_Res_634,V_Ind_671,V_Com_684,V_Crit_692,V_Min_pu,V_Max_pu,L_Main_650_632_pct,L_IndWind_632_671_pct,L_Solar_632_633_pct,Max_Line_Loading_pct,Total_Loss_MW,Total_Loss_MVAR
2022-08-19 19:00:00,2022-08-19,19,29.35,83.5,3.8,76.4,0.0,0.0,0.00056,2.9443,3.0633,1.2676,0.97369,0.96193,0.96193,0.95023,0.93706,0.95023,0.94634,0.94169,0.91074,0.99901,43.54,43.54,0.0,43.54,0.1342,0.3887
2022-08-19 20:00:00,2022-08-19,20,29.79,85.68,2.11,71.53,0.0,0.0,0.0,2.3856,2.4713,0.9686,0.9795,0.97013,0.97014,0.96081,0.94998,0.9608,0.9576,0.9537,0.9289,0.99923,34.86,34.86,0.0,34.86,0.0879,0.2536
2022-08-19 21:00:00,2022-08-19,21,30.87,86.81,3.69,72.25,0.0,0.0,0.00036,2.0476,2.1143,0.8056,0.98275,0.97479,0.97479,0.96685,0.95713,0.96685,0.96403,0.96046,0.93831,0.99935,29.71,29.71,0.0,29.71,0.0667,0.1913
2022-08-19 22:00:00,2022-08-19,22,28.66,82.66,3.21,75.54,0.0,0.0,1.1e-05,1.7839,1.8373,0.6841,0.98522,0.97833,0.97833,0.97146,0.96266,0.97146,0.96887,0.9656,0.94601,0.99944,25.74,25.74,0.0,25.74,0.0521,0.1485
2022-08-19 23:00:00,2022-08-19,23,31.87,83.04,2.34,70.92,0.0,0.0,0.0,1.6537,1.699,0.6214,0.98649,0.98015,0.98015,0.97382,0.96598,0.97382,0.97147,0.96853,0.94935,0.99949,23.75,23.75,0.0,23.75,0.0435,0.1247
2022-08-20 00:00:00,2022-08-20,0,31.22,74.25,3.15,52.72,0.0,0.0,4e-06,1.4152,1.4482,0.5143,0.98869,0.98332,0.98332,0.97797,0.97179,0.97797,0.97604,0.97366,0.95471,0.99957,20.17,20.17,0.0,20.17,0.0306,0.089
2022-08-20 01:00:00,2022-08-20,1,33.68,77.72,4.19,53.33,0.0,0.0,0.001832,1.2788,1.3045,0.4563,0.98991,0.98509,0.98509,0.98028,0.97504,0.98027,0.97858,0.97652,0.95775,0.99962,18.14,18.14,0.0,18.14,0.0245,0.072
2022-08-20 02:00:00,2022-08-20,2,32.65,77.24,4.63,51.5,0.0,0.0,0.004785,1.2092,1.2292,0.4273,0.99052,0.98599,0.98599,0.98147,0.97671,0.98146,0.97989,0.97799,0.95932,0.99964,17.08,17.08,0.0,17.08,0.0217,0.0642
2022-08-20 03:00:00,2022-08-20,3,31.77,79.36,4.37,46.29,0.0,0.0,0.002851,1.2466,1.2698,0.4429,0.99019,0.9855,0.9855,0.98083,0.97582,0.98082,0.97919,0.9772,0.95831,0.99963,17.65,17.65,0.0,17.65,0.0232,0.0685
2022-08-20 04:00:00,2022-08-20,4,31.92,81.75,3.2,49.98,0.0,0.0,8e-06,1.577,1.615,0.5802,0.98731,0.98131,0.98131,0.97533,0.96891,0.97533,0.97334,0.97087,0.95189,0.99952,22.53,22.53,0.0,22.53,0.0363,0.1066
2022-08-20 05:00:00,2022-08-20,5,33.74,73.11,4.01,47.27,0.0,0.0,0.001132,2.2018,2.2663,0.8587,0.98163,0.97313,0.97313,0.96465,0.95689,0.96465,0.96221,0.95934,0.94006,0.99931,31.82,31.82,0.0,31.82,0.0664,0.1985
2022-08-20 06:00:00,2022-08-20,6,34.63,74.74,4.81,47.1,538.18,0.0,0.006465,3.0299,3.1361,1.286,0.97329,0.9613,0.9613,0.94938,0.9384,0.94936,0.94592,0.94206,0.91764,0.99899,44.52,44.52,0.0,44.52,0.1283,0.3825
2022-08-20 07:00:00,2022-08-20,7,34.5,75.05,3.75,47.29,516.64,0.114934,0.000471,3.4314,3.5284,1.4927,0.96935,0.95576,0.95578,0.94221,0.93064,0.94221,0.9383,0.93437,0.90949,0.99885,50.33,50.47,0.15,50.47,0.1596,0.4787
2022-08-20 08:00:00,2022-08-20,8,33.13,74.7,4.55,47.56,584.76,0.250736,0.004069,3.641,3.6815,1.5931,0.96749,0.95322,0.95329,0.93889,0.92779,0.93888,0.9349,0.93122,0.90839,0.99878,52.7,53.38,0.72,53.38,0.1732,0.5242
2022-08-20 09:00:00,2022-08-20,9,33.83,72.93,4.45,46.56,533.24,0.326059,0.003366,3.5487,3.5448,1.5306,0.9687,0.95495,0.95507,0.94103,0.93065,0.94102,0.93712,0.93373,0.91325,0.99883,50.72,51.87,1.22,51.87,0.1613,0.4883
2022-08-20 10:00:00,2022-08-20,10,32.11,80.06,6.01,52.48,493.65,0.351487,0.030069,3.3723,3.3142,1.4186,0.97085,0.95801,0.95815,0.94502,0.93605,0.94494,0.9414,0.93851,0.91884,0.99891,47.36,48.69,1.41,48.69,0.1407,0.4304
2022-08-20 11:00:00,2022-08-20,11,31.31,78.57,4.74,47.52,507.18,0.420246,0.005795,3.3822,3.3045,1.4258,0.97074,0.9579,0.9581,0.94472,0.93597,0.94471,0.94121,0.93837,0.91863,0.99891,47.28,49.18,2.02,49.18,0.1413,0.4317
2022-08-20 12:00:00,2022-08-20,12,32.92,81.1,5.79,45.47,523.43,0.456757,0.023898,3.3126,3.1875,1.379,0.97167,0.95926,0.9595,0.94648,0.93789,0.94642,0.943,0.94022,0.92075,0.99894,45.62,47.86,2.38,47.86,0.1333,0.4064
2022-08-20 13:00:00,2022-08-20,13,33.03,79.39,5.64,45.69,562.62,0.473359,0.020147,3.44,3.305,1.4466,0.9704,0.95748,0.95774,0.94417,0.93527,0.94411,0.94055,0.93769,0.91827,0.9989,47.39,49.8,2.56,49.8,0.144,0.4388
2022-08-20 14:00:00,2022-08-20,14,32.85,79.1,4.48,54.14,588.13,0.412664,0.003581,3.5375,3.4781,1.5162,0.96902,0.95547,0.95567,0.94161,0.93147,0.9416,0.93777,0.93445,0.91459,0.99884,49.84,51.68,1.95,51.68,0.1578,0.4769
2022-08-20 15:00:00,2022-08-20,15,33.47,82.24,5.73,53.41,583.13,0.336254,0.022428,3.7144,3.6917,1.6222,0.967,0.9526,0.95274,0.93808,0.92677,0.93802,0.934,0.93028,0.90687,0.99876,52.98,54.2,1.3,54.2,0.1774,0.5358
2022-08-20 16:00:00,2022-08-20,16,34.27,73.86,5.33,54.84,552.82,0.222544,0.013862,3.604,3.6507,1.576,0.96782,0.95367,0.95373,0.93952,0.92781,0.93948,0.93547,0.93155,0.9066,0.99879,52.24,52.78,0.57,52.78,0.1721,0.5176
2022-08-20 17:00:00,2022-08-20,17,32.16,81.44,5.75,55.02,557.06,0.115901,0.02284,3.6406,3.7013,1.6005,0.96735,0.95301,0.95302,0.93876,0.92579,0.9387,0.93446,0.93009,0.90141,0.99877,52.98,53.12,0.15,53.12,0.1802,0.5367
2022-08-20 18:00:00,2022-08-20,18,33.55,80.84,5.52,51.26,508.48,0.0,0.017482,3.6343,3.7031,1.6121,0.96715,0.95277,0.95277,0.9385,0.92396,0.93845,0.93402,0.92903,0.89508,0.99877,53.06,53.06,0.0,53.06,0.1887,0.5547
2022-08-20 19:00:00,2022-08-20,19,33.58,75.19,4.05,50.1,0.0,0.0,0.001267,2.884,2.9984,1.2265,0.97446,0.96299,0.96299,0.95158,0.93937,0.95157,0.94793,0.94361,0.91531,0.99904,42.55,42.55,0.0,42.55,0.1247,0.3641
2022-08-20 20:00:00,2022-08-20,20,30.93,73.76,4.58,47.59,0.0,0.0,0.004341,2.44,2.5266,0.9991,0.97891,0.96931,0.96931,0.95976,0.94844,0.95975,0.95643,0.95237,0.92618,0.99921,35.68,35.68,0.0,35.68,0.0933,0.2684
2022-08-20 21:00:00,2022-08-20,21,33.93,74.0,3.9,47.87,0.0,0.0,0.00081,2.0618,2.1292,0.8131,0.9826,0.97458,0.97458,0.96658,0.95676,0.96658,0.96374,0.96013,0.9377,0.99935,29.93,29.93,0.0,29.93,0.0678,0.1945
2022-08-20 22:00:00,2022-08-20,22,32.18,77.61,3.75,47.75,0.0,0.0,0.000464,1.7765,1.8289,0.6797,0.9853,0.97845,0.97845,0.97162,0.9629,0.97162,0.96905,0.96583,0.94637,0.99945,25.62,25.62,0.0,25.62,0.0513,0.1463
2022-08-20 23:00:00,2022-08-20,23,32.45,73.27,5.05,46.52,0.0,0.0,0.009424,1.5851,1.6171,0.5878,0.98718,0.98115,0.98115,0.97516,0.96777,0.97514,0.97291,0.97013,0.95109,0.99952,22.59,22.59,0.0,22.59,0.0393,0.1129
2022-08-21 00:00:00,2022-08-21,0,35.2,77.51,3.58,52.96,0.0,0.0,0.000219,1.426,1.4592,0.5185,0.9886,0.98319,0.98319,0.9778,0.97162,0.97779,0.97586,0.97348,0.95446,0.99957,20.33,20.33,0.0,20.33,0.0309,0.09
2022-08-21 01:00:00,2022-08-21,1,35.79,78.15,3.35,52.25,0.0,0.0,4.7e-05,1.2517,1.2781,0.4454,0.99014,0.98542,0.98542,0.98071,0.97574,0.98071,0.97908,0.9771,0.9582,0.99963,17.77,17.77,0.0,17.77,0.0233,0.0689
2022-08-21 02:00:00,2022-08-21,2,35.65,74.4,4.75,47.19,0.0,0.0,0.005878,1.2778,1.299,0.4548,0.98994,0.98514,0.98514,0.98036,0.97517,0.98035,0.97867,0.97663,0.95794,0.99962,18.07,18.07,0.0,18.07,0.0242,0.0713
2022-08-21 03:00:00,2022-08-21,3,34.73,81.23,4.47,48.8,0.0,0.0,0.003499,1.2709,1.2945,0.4523,0.98999,0.98521,0.98521,0.98044,0.97534,0.98043,0.97877,0.97676,0.95808,0.99962,18.0,18.0,0.0,18.0,0.0239,0.0705
2022-08-21 04:00:00,2022-08-21,4,35.19,76.3,4.06,48.41,0.0,0.0,0.00132,1.5515,1.5869,0.568,0.98756,0.98167,0.98167,0.9758,0.96966,0.9758,0.97387,0.9715,0.95253,0.99953,22.13,22.13,0.0,22.13,0.0347,0.1022
2022-08-21 05:00:00,2022-08-21,5,34.31,77.8,3.29,46.33,0.0,0.0,2.8e-05,2.2769,2.3469,0.8959,0.98089,0.97207,0.97207,0.96327,0.95516,0.96327,0.96075,0.95776,0.93853,0.99928,32.99,32.99,0.0,32.99,0.0714,0.2132
2022-08-21 06:00:00,2022-08-21,6,36.27,82.25,3.23,52.13,741.07,0.0,1.3e-05,3.4203,3.555,1.5108,0.96902,0.95531,0.95531,0.94167,0.93083,0.94167,0.93823,0.93442,0.91048,0.99883,50.74,50.74,0.0,50.74,0.1615,0.4928
2022-08-21 07:00:00,2022-08-21,7,34.48,81.4,4.77,51.24,761.45,0.163784,0.006052,3.6117,3.6827,1.5878,0.96758,0.95332,0.95335,0.93909,0.92663,0.93908,0.93494,0.93072,0.90337,0.99878,52.69,52.98,0.31,52.98,0.1768,0.5283
2022-08-21 08:00:00,2022-08-21,8,34.18,83.17,5.01,49.82,715.08,0.300797,0.008874,3.7217,3.7279,1.6313,0.96681,0.9523,0.9524,0.93768,0.92607,0.93766,0.93355,0.9297,0.90552,0.99875,53.46,54.44,1.04,54.44,0.1802,0.5428
2022-08-21 09:00:00,2022-08-21,9,37.06,76.16,4.11,45.04,752.88,0.466205,0.001493,3.6466,3.5507,1.573,0.96799,0.95408,0.95433,0.93975,0.9293,0.93975,0.93578,0.93238,0.91193,0.9988,51.02,53.36,2.49,53.36,0.1669,0.5033
2022-08-21 10:00:00,2022-08-21,10,34.55,80.39,4.77,52.1,734.87,0.524972,0.006059,3.3792,3.2166,1.4132,0.97107,0.95847,0.95879,0.94531,0.93659,0.9453,0.9418,0.93896,0.91895,0.99892,46.15,49.11,3.14,49.11,0.1383,0.4197
2022-08-21 11:00:00,2022-08-21,11,37.36,74.85,4.99,45.21,750.2,0.633672,0.008633,3.5028,3.2322,1.4659,0.97017,0.95736,0.95783,0.94371,0.93449,0.94369,0.94003,0.93704,0.91703,0.99889,46.62,50.93,4.58,50.93,0.1459,0.4381
2022-08-21 12:00:00,2022-08-21,12,37.58,80.19,6.09,52.74,716.25,0.587521,0.032312,3.5704,3.3251,1.5037,0.96942,0.95627,0.95667,0.94247,0.9332,0.94239,0.93872,0.93575,0.91593,0.99887,47.94,51.64,3.95,51.64,0.152,0.4598
2022-08-21 13:00:00,2022-08-21,13,35.19,78.57,5.74,46.1,743.36,0.623311,0.022473,3.4106,3.13,1.411,0.97122,0.95883,0.95928,0.94567,0.93694,0.94561,0.94206,0.93927,0.91964,0.99893,45.1,49.26,4.43,49.26,0.1367,0.4119
2022-08-21 14:00:00,2022-08-21,14,35.9,82.61,5.09,47.25,749.17,0.557816,0.009994,3.6593,3.4778,1.5683,0.96816,0.95444,0.9548,0.94009,0.92978,0.94007,0.93616,0.9328,0.91268,0.99882,50.12,53.47,3.56,53.47,0.1647,0.4948
2022-08-21 15:00:00,2022-08-21,15,35.39,83.73,4.48,44.61,696.45,0.432764,0.003548,3.6422,3.5776,1.5784,0.96787,0.95388,0.9541,0.93954,0.92857,0.93953,0.93556,0.93194,0.9095,0.9988,51.37,53.39,2.15,53.39,0.1692,0.5085
2022-08-21 16:00:00,2022-08-21,16,36.01,83.49,5.57,52.45,735.35,0.30236,0.018584,3.8921,3.8763,1.7241,0.96509,0.94993,0.95004,0.9347,0.92179,0.93465,0.93028,0.92599,0.89793,0.99869,55.74,56.73,1.05,56.73,0.1988,0.5948
2022-08-21 17:00:00,2022-08-21,17,33.74,82.17,4.38,46.03,702.6,0.157946,0.002897,3.7655,3.825,1.6731,0.966,0.95113,0.95116,0.93629,0.92267,0.93628,0.93187,0.92726,0.89659,0.99872,54.85,55.12,0.29,55.12,0.1943,0.5771
2022-08-21 18:00:00,2022-08-21,18,36.55,74.07,3.93,53.43,757.87,0.0,0.000884,3.5559,3.6502,1.5736,0.96786,0.95372,0.95372,0.93966,0.9257,0.93965,0.93534,0.93054,0.89816,0.99879,52.22,52.22,0.0,52.22,0.1808,0.5326
2022-08-21 19:00:00,2022-08-21,19,35.02,81.28,4.8,52.8,0.0,0.0,0.00645,2.8796,2.9871,1.2208,0.97457,0.96315,0.96315,0.95179,0.93968,0.95177,0.94814,0.94386,0.91592,0.99904,42.38,42.38,0.0,42.38,0.1235,0.3606
2022-08-21 20:00:00,2022-08-21,20,36.58,80.81,2.81,46.15,0.0,0.0,0.0,2.5783,2.6807,1.0774,0.97738,0.96716,0.96716,0.95698,0.94478,0.95698,0.95343,0.94907,0.92041,0.99915,37.94,37.94,0.0,37.94,0.1062,0.305
2022-08-21 21:00:00,2022-08-21,21,34.81,75.18,2.81,52.62,0.0,0.0,0.0,2.0749,2.1443,0.8207,0.98245,0.97437,0.97437,0.96631,0.95633,0.96631,0.96342,0.95976,0.93691,0.99934,30.15,30.15,0.0,30.15,0.0692,0.1982
2022-08-21 22:00:00,2022-08-21,22,36.83,79.37,3.44,50.52,0.0,0.0,9.2e-05,1.7531,1.8039,0.6672,0.98555,0.9788,0.9788,0.97207,0.96364,0.97207,0.96957,0.96644,0.94759,0.99946,25.25,25.25,0.0,25.25,0.0492,0.1407
2022-08-21 23:00:00,2022-08-21,23,36.66,76.18,4.5,53.8,0.0,0.0,0.003722,1.6354,1.6758,0.6118,0.98669,0.98043,0.98043,0.9742,0.96649,0.97419,0.97188,0.96899,0.9502,0.9995,23.42,23.42,0.0,23.42,0.0422,0.1211
2022-08-22 00:00:00,2022-08-22,0,32.52,89.9,4.26,76.84,0.0,0.0,0.002185,1.4574,1.4902,0.5318,0.98833,0.9828,0.9828,0.97728,0.9709,0.97728,0.97529,0.97284,0.95368,0.99956,20.77,20.77,0.0,20.77,0.0324,0.0941
2022-08-22 01:00:00,2022-08-22,1,33.0,89.43,2.84,82.11,0.0,0.0,0.0,1.2539,1.2805,0.4464,0.99012,0.98539,0.98539,0.98067,0.97564,0.98067,0.97902,0.97702,0.95817,0.99963,17.8,17.8,0.0,17.8,0.0235,0.0693
2022-08-22 02:00:00,2022-08-22,2,34.57,86.17,2.25,77.83,0.0,0.0,0.0,1.2812,1.3086,0.4577,0.98988,0.98504,0.98504,0.98022,0.975,0.98021,0.97852,0.97646,0.95749,0.99962,18.2,18.2,0.0,18.2,0.0246,0.0724
2022-08-22 03:00:00,2022-08-22,3,34.05,90.48,3.08,76.77,0.0,0.0,0.0,1.2717,1.2989,0.4535,0.98996,0.98517,0.98517,0.98038,0.97527,0.98038,0.97871,0.97669,0.95783,0.99962,18.06,18.06,0.0,18.06,0.0241,0.0711
2022-08-22 04:00:00,2022-08-22,4,33.86,82.87,3.69,78.83,0.0,0.0,0.000359,1.5629,1.5999,0.5734,0.98745,0.98151,0.98151,0.97558,0.96935,0.97558,0.97363,0.97123,0.95219,0.99953,22.31,22.31,0.0,22.31,0.0354,0.104
2022-08-22 05:00:00,2022-08-22,5,31.13,86.62,2.33,73.9,0.0,0.0,0.0,2.1568,2.2199,0.8372,0.98206,0.97374,0.97374,0.96544,0.95794,0.96544,0.96309,0.9603,0.94129,0.99932,31.15,31.15,0.0,31.15,0.0635,0.1902
2022-08-22 06:00:00,2022-08-22,6,34.18,86.89,3.84,80.21,489.93,0.0,0.000641,3.1055,3.2211,1.3281,0.97247,0.96015,0.96015,0.94788,0.93692,0.94788,0.9444,0.94055,0.91638,0.99896,45.77,45.77,0.0,45.77,0.1343,0.402
2022-08-22 07:00:00,2022-08-22,7,33.87,88.41,2.97,77.01,538.38,0.089948,0.0,3.55,3.6485,1.5593,0.9681,0.95401,0.95402,0.93998,0.92789,0.93998,0.93595,0.93184,0.90549,0.9988,52.13,52.21,0.09,52.21,0.1715,0.5142
2022-08-22 08:00:00,2022-08-22,8,32.64,83.41,4.04,72.91,504.46,0.170272,0.00124,3.7305,3.7958,1.6461,0.96648,0.95177,0.9518,0.93707,0.92546,0.93707,0.93296,0.92911,0.90476,0.99874,54.36,54.67,0.33,54.67,0.1834,0.5549
2022-08-22 09:00:00,2022-08-22,9,34.21,85.51,3.68,75.01,542.91,0.253353,0.000352,3.5834,3.6214,1.5578,0.96815,0.95414,0.95421,0.94004,0.92984,0.94004,0.93618,0.93284,0.91286,0.9988,51.79,52.49,0.74,52.49,0.1657,0.505
2022-08-22 10:00:00,2022-08-22,10,32.07,88.74,5.22,78.66,580.26,0.318408,0.012019,3.4477,3.4279,1.4676,0.96989,0.95662,0.95674,0.94321,0.93396,0.94318,0.93953,0.93654,0.91692,0.99887,48.98,50.08,1.16,50.08,0.1493,0.4565
2022-08-22 11:00:00,2022-08-22,11,31.28,84.62,4.19,78.92,562.26,0.343103,0.001834,3.3314,3.3079,1.4058,0.97107,0.95828,0.95842,0.94529,0.93654,0.94529,0.94181,0.93895,0.91911,0.99891,47.21,48.48,1.34,48.48,0.139,0.4254
2022-08-22 12:00:00,2022-08-22,12,31.47,86.02,5.28,73.8,537.13,0.359154,0.012997,3.3157,3.2721,1.3935,0.97132,0.95866,0.95881,0.94579,0.9371,0.94576,0.94232,0.93949,0.9197,0.99893,46.72,48.1,1.47,48.1,0.1367,0.4184
2022-08-22 13:00:00,2022-08-22,13,31.86,82.01,3.86,80.24,550.44,0.33084,0.000705,3.3424,3.3232,1.4109,0.97097,0.95813,0.95825,0.9451,0.93635,0.9451,0.94159,0.93875,0.91916,0.99891,47.42,48.6,1.25,48.6,0.1399,0.4285
2022-08-22 14:00:00,2022-08-22,14,32.34,89.36,5.73,78.8,550.44,0.301587,0.022435,3.71,3.6982,1.6171,0.96708,0.95268,0.95279,0.93822,0.92761,0.93816,0.93417,0.93073,0.90999,0.99876,53.03,54.01,1.04,54.01,0.1753,0.5335
2022-08-22 15:00:00,2022-08-22,15,31.38,90.94,3.47,81.71,488.48,0.21127,0.000112,3.7987,3.8469,1.681,0.96584,0.95089,0.95095,0.93593,0.92417,0.93593,0.93176,0.92787,0.90315,0.99872,55.16,55.64,0.51,55.64,0.1893,0.5725
2022-08-22 16:00:00,2022-08-22,16,32.49,88.68,4.73,78.17,488.66,0.155687,0.005674,3.7479,3.8138,1.6584,0.96625,0.95146,0.95149,0.9367,0.9245,0.93669,0.93251,0.92843,0.9022,0.99873,54.64,54.9,0.28,54.9,0.1871,0.5633
2022-08-22 17:00:00,2022-08-22,17,30.96,87.97,3.61,77.66,523.91,0.0869,0.000253,3.7353,3.8151,1.6597,0.96623,0.95143,0.95144,0.93669,0.92325,0.93669,0.93233,0.92777,0.89754,0.99873,54.66,54.74,0.09,54.74,0.1918,0.5707
2022-08-22 18:00:00,2022-08-22,18,30.82,89.25,4.45,81.94,567.94,0.0,0.003352,3.5408,3.6297,1.5673,0.96799,0.95392,0.95392,0.93993,0.9256,0.93992,0.93555,0.93061,0.89709,0.9988,51.94,51.94,0.0,51.94,0.1813,0.5322
2022-08-22 19:00:00,2022-08-22,19,33.28,88.1,3.17,76.97,0.0,0.0,5e-06,3.0171,3.1357,1.3022,0.97302,0.96098,0.96098,0.94899,0.93587,0.94899,0.94509,0.94048,0.9097,0.99899,44.6,44.6,0.0,44.6,0.1386,0.4031
2022-08-22 20:00:00,2022-08-22,20,32.89,88.12,2.4,82.16,0.0,0.0,0.0,2.4695,2.5618,1.0143,0.9786,0.96887,0.96887,0.95918,0.94782,0.95918,0.95583,0.95176,0.92547,0.9992,36.18,36.18,0.0,36.18,0.0952,0.2743
2022-08-22 21:00:00,2022-08-22,21,32.7,88.89,2.51,81.29,0.0,0.0,0.0,1.9952,2.0587,0.7795,0.98327,0.97553,0.97553,0.96781,0.95839,0.96781,0.96507,0.9616,0.94024,0.99937,28.9,28.9,0.0,28.9,0.063,0.1808
2022-08-22 22:00:00,2022-08-22,22,32.78,86.75,3.97,75.76,0.0,0.0,0.001015,1.7818,1.8337,0.6816,0.98526,0.97839,0.97839,0.97154,0.96283,0.97154,0.96897,0.96575,0.94638,0.99945,25.68,25.69,0.0,25.69,0.0514,0.1468
2022-08-22 23:00:00,2022-08-22,23,32.24,83.87,3.18,76.76,0.0,0.0,6e-06,1.6022,1.6443,0.5971,0.98698,0.98086,0.98086,0.97474,0.96736,0.97474,0.97251,0.96971,0.95026,0.99951,22.96,22.97,0.0,22.97,0.0402,0.1159
2022-08-23 00:00:00,2022-08-23,0,32.58,71.47,2.25,56.97,0.0,0.0,0.0,1.4348,1.4687,0.5228,0.98852,0.98307,0.98307,0.97763,0.97135,0.97763,0.97567,0.97325,0.95408,0.99957,20.47,20.47,0.0,20.47,0.0316,0.0916
2022-08-23 01:00:00,2022-08-23,1,32.34,69.95,3.24,59.67,0.0,0.0,1.6e-05,1.2059,1.2308,0.4273,0.99052,0.98598,0.98598,0.98145,0.97667,0.98145,0.97987,0.97795,0.95904,0.99964,17.1,17.1,0.0,17.1,0.0218,0.0646
2022-08-23 02:00:00,2022-08-23,2,33.83,65.41,2.31,56.42,0.0,0.0,0.0,1.2442,1.2701,0.4423,0.9902,0.98551,0.98551,0.98083,0.97588,0.98083,0.97921,0.97724,0.95842,0.99963,17.65,17.65,0.0,17.65,0.0231,0.0682
2022-08-23 03:00:00,2022-08-23,3,35.04,71.65,2.95,59.68,0.0,0.0,0.0,1.2813,1.3085,0.4574,0.98988,0.98505,0.98505,0.98022,0.97501,0.98022,0.97854,0.97648,0.95773,0.99962,18.19,18.2,0.0,18.2,0.0245,0.0722
2022-08-23 04:00:00,2022-08-23,4,34.03,69.44,2.9,58.22,0.0,0.0,0.0,1.5153,1.5507,0.5536,0.98786,0.98211,0.98211,0.97637,0.97033,0.97637,0.97447,0.97213,0.95285,0.99954,21.62,21.62,0.0,21.62,0.0334,0.0984
2022-08-23 05:00:00,2022-08-23,5,32.21,65.37,2.92,60.45,0.0,0.0,0.0,2.1701,2.2337,0.8434,0.98194,0.97356,0.97356,0.96521,0.95772,0.96521,0.96284,0.96005,0.94038,0.99932,31.35,31.35,0.0,31.35,0.0642,0.1925
2022-08-23 06:00:00,2022-08-23,6,34.98,72.48,3.5,56.62,391.64,0.0,0.000138,3.0535,3.1678,1.3011,0.97299,0.96088,0.96088,0.94882,0.93773,0.94882,0.94534,0.94145,0.91668,0.99898,44.98,44.98,0.0,44.98,0.1308,0.39
2022-08-23 07:00:00,2022-08-23,7,34.93,66.99,2.89,57.22,422.14,0.086097,0.0,3.531,3.6302,1.5484,0.9683,0.95429,0.9543,0.94034,0.92834,0.94034,0.93633,0.93226,0.90613,0.99881,51.85,51.93,0.08,51.93,0.1695,0.5083
2022-08-23 08:00:00,2022-08-23,8,35.46,70.38,2.42,64.71,472.59,0.173467,0.0,3.6243,3.6952,1.588,0.96756,0.95328,0.95331,0.93899,0.92786,0.93899,0.935,0.9313,0.90837,0.99878,52.84,53.17,0.35,53.17,0.173,0.5238
2022-08-23 09:00:00,2022-08-23,9,33.29,65.43,3.01,58.62,447.34,0.246076,0.0,3.506,3.5429,1.5126,0.969,0.95532,0.95539,0.94156,0.93161,0.94156,0.93777,0.93452,0.91491,0.99883,50.61,51.26,0.69,51.26,0.1581,0.482
2022-08-23 10:00:00,2022-08-23,10,35.16,69.5,3.17,65.0,420.71,0.266688,5e-06,3.4148,3.4325,1.4582,0.97004,0.95679,0.95687,0.94344,0.93489,0.94344,0.93997,0.93719,0.9173,0.99887,48.99,49.76,0.81,49.76,0.1473,0.4548
2022-08-23 11:00:00,2022-08-23,11,33.74,74.33,3.17,57.66,411.6,0.312032,5e-06,3.3439,3.3389,1.4152,0.97088,0.95799,0.9581,0.94493,0.93622,0.94493,0.94145,0.93861,0.91884,0.99891,47.64,48.69,1.11,48.69,0.1406,0.4313
2022-08-23 12:00:00,2022-08-23,12,32.17,73.4,4.25,60.19,390.49,0.299361,0.002154,3.3284,3.325,1.406,0.97105,0.95822,0.95832,0.94525,0.93668,0.94524,0.94178,0.93899,0.91889,0.99891,47.42,48.39,1.02,48.39,0.1391,0.4275
2022-08-23 13:00:00,2022-08-23,13,32.46,66.13,3.83,61.35,393.97,0.288559,0.000619,3.2999,3.308,1.3942,0.97126,0.95852,0.95861,0.94564,0.93719,0.94563,0.94227,0.93949,0.91986,0.99892,47.15,48.05,0.95,48.05,0.1371,0.422
2022-08-23 14:00:00,2022-08-23,14,35.28,67.4,4.83,62.53,382.19,0.248171,0.006767,3.5761,3.6064,1.5501,0.9683,0.95434,0.95441,0.94033,0.93005,0.94031,0.93642,0.93307,0.91294,0.99881,51.57,52.24,0.71,52.24,0.1646,0.501
2022-08-23 15:00:00,2022-08-23,15,34.14,69.58,4.77,62.85,451.69,0.23874,0.006131,3.6204,3.6635,1.5813,0.96771,0.95352,0.95359,0.93928,0.92816,0.93927,0.93528,0.9316,0.90871,0.99879,52.42,53.04,0.65,53.04,0.1714,0.5184
2022-08-23 16:00:00,2022-08-23,16,34.81,66.92,4.08,55.75,455.81,0.182003,0.001396,3.6722,3.7411,1.6181,0.96701,0.95251,0.95255,0.93802,0.9262,0.93802,0.93395,0.92998,0.90476,0.99876,53.55,53.91,0.38,53.91,0.1795,0.5411
2022-08-23 17:00:00,2022-08-23,17,35.08,74.25,3.63,59.31,469.89,0.094006,0.000274,3.7044,3.7861,1.6429,0.96654,0.95186,0.95187,0.93724,0.92395,0.93724,0.93292,0.92841,0.89858,0.99874,54.22,54.32,0.1,54.32,0.1886,0.5614
2022-08-23 18:00:00,2022-08-23,18,32.62,65.15,4.34,62.16,388.77,0.0,0.002643,3.4751,3.5728,1.5312,0.96865,0.95484,0.95484,0.94109,0.92731,0.94109,0.93685,0.9321,0.9001,0.99882,51.07,51.07,0.0,51.07,0.1736,0.511
