Day,Hour,Converged,V_650_pu,V_632_pu,V_633_pu,V_645_pu,V_646_pu,V_671HV_pu,V_684HV_pu,V_692HV_pu,V_675_pu,V_680_pu,V_611_pu,V_634_pu,V_671_pu,V_684_pu,V_692_pu,Res_kW,Com_kW,Ind_kW,Crit_kW,Total_Load_kW,Solar_kW,Wind_kW,Total_DER_kW,Solar_Irr_pu,Net_Import_kW,Loss_kW,L_Main_kW,L_671_kW,L_684_kW,L_692_kW,L_675_kW,L_680_kW
4,16,1,0.98968,0.97955,0.97767,0.97955,0.97955,0.9732,0.97196,0.97293,0.97385,0.97456,0.97196,0.96435,0.95143,0.95123,0.94781,866.42,730.75,1041.38,400.0,3038.55,720.0,573.93,1293.93,0.6,1744.62,51.844,670.9,374.39,222.63,9.71,143.86,191.06
4,17,1,0.98909,0.97802,0.97571,0.97802,0.97802,0.97157,0.97045,0.97081,0.97113,0.97302,0.97045,0.95942,0.95092,0.95187,0.94575,1052.24,655.59,988.0,400.0,3095.83,420.0,614.45,1034.45,0.35,2061.38,56.861,775.26,414.42,199.79,84.6,48.98,204.54
4,18,1,0.98933,0.97837,0.97565,0.97837,0.97837,0.97287,0.97205,0.97189,0.97191,0.97436,0.97205,0.95639,0.95486,0.95852,0.9468,1237.2,475.97,866.81,400.0,2979.98,120.0,630.64,750.64,0.1,2229.34,54.112,783.3,359.62,146.72,129.94,4.0,209.92
4,19,1,0.98902,0.97779,0.97436,0.97779,0.97779,0.97342,0.97286,0.97242,0.97242,0.97503,0.97286,0.95006,0.95734,0.9636,0.94731,1544.62,325.06,777.21,400.0,3046.89,24.0,682.35,706.35,0.02,2340.54,58.028,798.77,269.79,101.06,133.94,0.16,227.1
4,20,1,0.99019,0.98022,0.977,0.98022,0.98022,0.9767,0.97636,0.97569,0.97569,0.97837,0.97636,0.9542,0.96187,0.97069,0.95052,1457.63,197.93,720.65,400.0,2776.21,0.1,709.82,709.92,0.0,2066.29,48.178,701.08,203.43,62.33,134.92,0.0,236.24
4,21,1,0.99109,0.98201,0.97908,0.98201,0.98201,0.97881,0.9786,0.97781,0.97781,0.98033,0.9786,0.9583,0.96495,0.9751,0.95269,1335.43,121.93,676.38,400.0,2533.74,0.1,648.91,649.01,0.0,1884.73,40.775,639.9,184.97,38.71,134.91,0.0,216.0
4,22,1,0.99218,0.98418,0.98171,0.98418,0.98418,0.98113,0.98096,0.98013,0.98013,0.98245,0.98096,0.96424,0.96876,0.97812,0.95508,1132.92,98.74,606.36,400.0,2238.02,0.1,564.27,564.37,0.0,1673.65,31.993,567.18,182.27,31.53,134.9,0.0,187.86
4,23,1,0.99355,0.987,0.9852,0.987,0.987,0.98405,0.98391,0.98305,0.98305,0.98529,0.98391,0.97249,0.97228,0.98156,0.95808,834.0,81.28,579.52,400.0,1894.8,0.1,532.47,532.57,0.0,1362.23,22.755,460.72,178.35,26.13,134.89,0.0,177.29
5,0,1,0.99476,0.98953,0.98826,0.98953,0.98953,0.98684,0.9867,0.98584,0.98584,0.98812,0.9867,0.97931,0.97604,0.98436,0.96095,593.47,80.85,534.38,400.0,1608.7,0.1,550.02,550.12,0.0,1058.58,16.446,357.55,157.23,26.14,134.88,0.0,183.13
5,1,1,0.99517,0.99047,0.98937,0.99047,0.99047,0.98797,0.98783,0.98697,0.98697,0.98946,0.98783,0.98161,0.97667,0.98554,0.96211,515.62,78.75,558.7,400.0,1553.07,0.1,643.13,643.23,0.0,909.84,15.052,307.62,133.8,25.52,134.9,0.0,214.09
5,2,1,0.99545,0.99108,0.99014,0.99108,0.99108,0.98859,0.98845,0.9876,0.9876,0.99011,0.98845,0.98348,0.97719,0.98613,0.96275,443.59,79.81,564.09,400.0,1487.49,0.1,655.87,655.97,0.0,831.52,14.047,281.18,131.74,25.9,134.88,0.0,218.32
5,3,1,0.99573,0.99168,0.99081,0.99168,0.99168,0.98939,0.98925,0.9884,0.9884,0.991,0.98925,0.98462,0.9784,0.98694,0.96358,412.83,79.55,544.61,400.0,1436.99,0.1,691.88,691.98,0.0,745.01,13.102,252.08,113.13,25.86,134.89,0.0,230.29
5,4,1,0.99553,0.99126,0.99036,0.99126,0.99126,0.98879,0.98865,0.9878,0.9878,0.99039,0.98865,0.98399,0.9771,0.98629,0.96297,424.4,81.21,578.59,400.0,1484.2,0.1,686.07,686.17,0.0,798.03,13.95,269.92,127.0,26.36,134.86,0.0,228.35
5,5,1,0.99486,0.98976,0.98871,0.98976,0.98976,0.98675,0.98658,0.98575,0.98576,0.98806,0.98658,0.98129,0.97458,0.98381,0.96086,492.83,95.74,600.51,400.0,1589.08,24.0,561.53,585.53,0.02,1003.55,16.332,346.77,180.38,30.93,134.71,0.16,186.95
5,6,1,0.99326,0.9864,0.98493,0.9864,0.9864,0.98246,0.98219,0.98148,0.98151,0.98367,0.98219,0.97459,0.96756,0.97768,0.95648,681.29,156.54,728.7,400.0,1966.53,120.0,518.25,638.25,0.1,1328.28,24.655,484.65,253.6,49.98,130.88,4.0,172.55
5,7,1,0.99105,0.9818,0.97988,0.98181,0.98181,0.97642,0.97588,0.97559,0.97582,0.97734,0.97588,0.96629,0.95818,0.967,0.95042,885.81,310.52,881.03,400.0,2477.36,360.0,392.39,752.39,0.3,1724.97,39.449,665.36,362.98,97.2,98.86,35.99,130.68
5,8,1,0.98953,0.97895,0.97679,0.97895,0.97895,0.9727,0.97179,0.97231,0.97309,0.97353,0.97179,0.96149,0.9518,0.95672,0.94721,990.69,530.48,1000.65,400.0,2921.82,660.0,351.93,1011.93,0.55,1909.89,51.39,736.92,397.58,163.04,13.08,120.9,117.22
5,9,1,0.9897,0.97967,0.97792,0.97967,0.97967,0.97314,0.97197,0.97328,0.97471,0.97391,0.97197,0.96555,0.95013,0.95262,0.94815,805.86,682.08,1097.95,400.0,2985.89,900.0,328.02,1228.02,0.75,1757.87,51.433,656.5,380.54,208.27,90.37,224.67,109.26
5,10,1,0.99004,0.98073,0.97908,0.98073,0.98073,0.97474,0.97343,0.97538,0.97743,0.97552,0.97343,0.96738,0.95221,0.95157,0.9502,764.11,770.0,1078.21,400.0,3012.32,1080.0,329.54,1409.54,0.9,1602.78,49.641,562.54,301.6,234.88,188.32,323.32,109.77
5,11,1,0.99024,0.98142,0.97986,0.98142,0.98142,0.9757,0.97434,0.97663,0.97906,0.97653,0.97434,0.96889,0.95219,0.95183,0.95148,717.85,792.33,1123.72,400.0,3033.9,1176.0,356.45,1532.45,0.98,1501.45,49.682,500.09,255.26,241.9,248.04,383.2,118.72
5,12,1,0.99055,0.98218,0.98054,0.98218,0.98218,0.97709,0.97577,0.9781,0.98062,0.97808,0.97577,0.96894,0.95465,0.95379,0.95299,758.55,772.02,1076.35,400.0,3006.92,1200.0,422.27,1622.27,1.0,1384.65,47.043,453.99,195.87,236.6,263.8,398.97,140.63
5,13,1,0.99032,0.98165,0.97992,0.98165,0.98165,0.97645,0.97509,0.97738,0.97981,0.97748,0.97509,0.96769,0.95413,0.9526,0.95226,798.84,791.2,1070.23,400.0,3060.27,1176.0,441.82,1617.82,0.98,1442.45,48.462,480.33,208.36,241.94,248.08,383.2,147.13
5,14,1,0.99024,0.98134,0.97975,0.98134,0.98134,0.97563,0.97431,0.97633,0.97848,0.97671,0.97431,0.96851,0.95197,0.95234,0.95118,735.52,773.06,1130.93,400.0,3039.51,1104.0,461.9,1565.9,0.92,1473.61,49.123,513.02,262.17,236.2,202.79,337.82,153.81
5,15,1,0.99032,0.98127,0.97963,0.98127,0.98127,0.97551,0.97422,0.9758,0.97742,0.97679,0.97422,0.96803,0.95322,0.95272,0.95063,758.38,756.48,1067.61,400.0,2982.47,960.0,545.95,1505.95,0.8,1476.52,47.257,548.66,289.9,231.27,120.7,255.59,181.78
5,16,1,0.98948,0.9791,0.9772,0.9791,0.9791,0.97253,0.97129,0.97226,0.97317,0.97376,0.97129,0.96375,0.95039,0.9507,0.94716,873.96,726.4,1057.57,400.0,3057.93,720.0,520.63,1240.63,0.6,1817.3,53.546,695.45,396.02,221.04,9.9,143.86,173.34
5,17,1,0.98913,0.97814,0.97589,0.97814,0.97814,0.97164,0.97052,0.97089,0.9712,0.97316,0.97052,0.96002,0.95041,0.95185,0.94583,1025.89,658.89,1014.82,400.0,3099.6,420.0,644.16,1064.16,0.35,2035.44,56.752,766.49,414.7,200.8,84.62,48.98,214.41
5,18,1,0.98902,0.97771,0.97492,0.97771,0.97771,0.972,0.97116,0.97102,0.97104,0.97346,0.97116,0.95516,0.95343,0.95723,0.94595,1266.86,490.51,892.17,400.0,3049.54,120.0,619.65,739.65,0.1,2309.89,57.118,810.09,375.85,150.83,129.69,4.0,206.27
5,19,1,0.98927,0.97828,0.97491,0.97828,0.97828,0.97402,0.97348,0.97302,0.97302,0.97559,0.97348,0.95107,0.95851,0.96456,0.9479,1517.82,312.83,750.98,400.0,2981.63,24.0,666.15,690.15,0.02,2291.48,55.681,782.32,262.81,97.43,134.11,0.16,221.72
5,20,1,0.99022,0.98029,0.97704,0.98029,0.98029,0.97689,0.97655,0.97588,0.97588,0.9786,0.97655,0.95398,0.96229,0.97097,0.95071,1473.11,195.03,709.94,400.0,2778.08,0.1,728.08,728.18,0.0,2049.9,48.15,695.69,192.82,61.45,134.91,0.0,242.31
5,21,1,0.99119,0.98223,0.97929,0.98223,0.98223,0.97914,0.97893,0.97813,0.97813,0.98067,0.97893,0.95852,0.96573,0.97543,0.95303,1335.49,121.86,654.74,400.0,2512.09,0.1,653.63,653.73,0.0,1858.36,40.038,630.89,176.07,38.71,134.91,0.0,217.57
5,22,1,0.99216,0.98419,0.98167,0.98419,0.98419,0.98128,0.98111,0.98027,0.98027,0.98269,0.98111,0.96381,0.96884,0.97839,0.95523,1157.01,94.48,609.66,400.0,2261.15,0.1,606.64,606.74,0.0,1654.41,32.331,560.96,167.9,30.18,134.9,0.0,201.95
5,23,1,0.99365,0.98726,0.98545,0.98726,0.98726,0.98448,0.98435,0.98348,0.98348,0.98584,0.98435,0.97265,0.97278,0.98208,0.95853,839.57,78.34,576.37,400.0,1894.28,0.1,581.57,581.67,0.0,1312.61,22.329,444.11,159.99,25.21,134.89,0.0,193.62
6,0,1,0.99474,0.98947,0.98822,0.98947,0.98947,0.98671,0.98657,0.98572,0.98572,0.98797,0.98657,0.97937,0.97573,0.98422,0.96082,586.23,81.13,542.94,400.0,1610.3,0.1,540.85,540.95,0.0,1069.35,16.571,361.17,163.27,26.22,134.88,0.0,180.08
6,1,1,0.99519,0.99049,0.9894,0.99049,0.99049,0.98796,0.98782,0.98697,0.98697,0.98941,0.98782,0.98173,0.97686,0.98547,0.9621,509.73,81.0,549.23,400.0,1539.96,0.1,624.96,625.06,0.0,914.9,14.894,309.24,137.39,26.25,134.9,0.0,208.05
6,2,1,0.99541,0.99097,0.98998,0.99097,0.99097,0.98849,0.98834,0.98749,0.98749,0.98997,0.98834,0.98306,0.97743,0.98596,0.96265,461.44,82.24,547.61,400.0,1491.29,0.1,639.04,639.14,0.0,852.15,14.08,288.04,132.56,26.68,134.88,0.0,212.73
6,3,1,0.99571,0.99166,0.99076,0.99166,0.99166,0.98941,0.98927,0.98842,0.98842,0.99106,0.98927,0.98441,0.97831,0.98699,0.9636,423.85,78.59,550.03,400.0,1452.47,0.1,712.78,712.88,0.0,739.59,13.257,250.34,107.68,25.55,134.89,0.0,237.24
6,4,1,0.99542,0.99096,0.99007,0.99096,0.99096,0.98827,0.98813,0.98727,0.98727,0.98965,0.98813,0.98381,0.97679,0.98579,0.96243,417.51,80.59,567.8,400.0,1465.9,0.1,596.48,596.58,0.0,869.32,14.077,293.7,152.97,26.13,134.85,0.0,198.57
6,5,1,0.99492,0.98992,0.98889,0.98992,0.98992,0.98696,0.98679,0.98596,0.98596,0.98835,0.98679,0.98166,0.97444,0.98404,0.96108,480.53,94.98,617.21,400.0,1592.72,24.0,599.48,623.48,0.02,969.24,16.249,335.33,173.14,30.7,134.71,0.16,199.57
6,6,1,0.99342,0.98669,0.98529,0.98669,0.98669,0.98279,0.9825,0.98181,0.98183,0.98394,0.9825,0.97535,0.9685,0.97781,0.95681,655.37,162.79,699.56,400.0,1917.72,120.0,492.99,612.99,0.1,1304.73,23.622,476.38,254.17,52.0,130.88,4.0,164.15
6,7,1,0.99084,0.98138,0.97942,0.98138,0.98138,0.97585,0.9753,0.97503,0.97526,0.97679,0.9753,0.96554,0.95712,0.96603,0.94985,903.08,324.28,903.71,400.0,2531.07,360.0,399.58,759.58,0.3,1771.49,41.181,680.9,372.44,101.32,98.83,35.99,133.07
6,8,1,0.98942,0.97872,0.97656,0.97872,0.97872,0.97233,0.97143,0.97194,0.97271,0.97313,0.97143,0.96134,0.95083,0.95647,0.94685,985.91,526.49,1028.11,400.0,2940.51,660.0,340.98,1000.98,0.55,1939.53,52.552,747.11,409.23,161.72,12.97,120.9,113.57
6,9,1,0.98969,0.97965,0.9779,0.97965,0.97965,0.97312,0.97195,0.97326,0.97469,0.9739,0.97195,0.96553,0.9501,0.95253,0.94813,806.15,684.68,1098.58,400.0,2989.41,900.0,331.12,1231.12,0.75,1758.29,51.519,656.54,380.48,209.03,90.38,224.67,110.29
6,10,1,0.98985,0.98035,0.97873,0.98035,0.98035,0.97407,0.97274,0.9747,0.97676,0.9748,0.97274,0.96732,0.95056,0.95066,0.94953,745.5,778.24,1121.88,400.0,3045.62,1080.0,311.64,1391.64,0.9,1653.98,51.649,579.48,324.57,236.97,188.45,323.31,103.81
6,11,1,0.99026,0.98144,0.9799,0.98144,0.98144,0.97569,0.97436,0.97663,0.97906,0.97649,0.97436,0.96904,0.95209,0.95219,0.95148,711.19,780.21,1128.25,400.0,3019.65,1176.0,339.53,1515.53,0.98,1504.12,49.468,501.42,258.86,238.34,248.07,383.21,113.09
6,12,1,0.99049,0.98202,0.98038,0.98202,0.98202,0.97685,0.9755,0.97786,0.98039,0.97777,0.9755,0.96875,0.9548,0.95298,0.95275,760.56,791.58,1058.41,400.0,3010.55,1200.0,393.78,1593.78,1.0,1416.77,47.411,463.82,204.94,242.25,263.8,398.97,131.15
6,13,1,0.99022,0.98144,0.97976,0.98144,0.98144,0.97601,0.97465,0.97695,0.97938,0.97701,0.97465,0.96788,0.95295,0.95207,0.95181,775.87,794.73,1104.0,400.0,3074.6,1176.0,425.88,1601.88,0.98,1472.72,49.558,490.46,226.11,242.76,248.07,383.2,141.83
6,14,1,0.99013,0.98111,0.97945,0.98111,0.98111,0.9754,0.97405,0.97611,0.97825,0.97647,0.97405,0.96775,0.95223,0.95157,0.95095,764.85,791.63,1108.19,400.0,3064.67,1104.0,453.93,1557.93,0.92,1506.74,49.718,523.26,262.39,241.55,202.8,337.82,151.16
6,15,1,0.99012,0.9808,0.97912,0.9808,0.9808,0.97484,0.97352,0.97513,0.97675,0.97598,0.97352,0.96725,0.95278,0.95158,0.94994,774.75,772.78,1056.39,400.0,3003.92,960.0,486.17,1446.17,0.8,1557.75,48.671,575.1,310.52,235.74,120.72,255.59,161.89
6,16,1,0.98971,0.97965,0.97778,0.97965,0.97965,0.97334,0.97211,0.97307,0.97398,0.97476,0.97211,0.96456,0.9511,0.95176,0.94794,860.17,717.69,1063.02,400.0,3040.88,720.0,601.17,1321.17,0.6,1719.71,51.673,663.3,368.93,218.85,9.67,143.86,200.12
6,17,1,0.98905,0.97797,0.9756,0.97797,0.97797,0.97162,0.97052,0.97087,0.97118,0.97315,0.97052,0.95889,0.95078,0.95226,0.94581,1078.14,644.43,996.63,400.0,3119.2,420.0,646.91,1066.91,0.35,2052.29,57.148,772.85,403.22,196.52,84.61,48.98,215.32
6,18,1,0.98904,0.9778,0.97497,0.9778,0.9778,0.97225,0.97141,0.97127,0.97129,0.97383,0.97141,0.95491,0.95368,0.9575,0.94619,1285.61,489.66,892.24,400.0,3067.51,120.0,668.48,788.48,0.1,2279.03,56.963,799.93,359.42,150.65,129.76,4.0,222.5
6,19,1,0.98923,0.97819,0.97483,0.97819,0.97819,0.97388,0.97334,0.97287,0.97287,0.97543,0.97334,0.95103,0.95822,0.96438,0.94776,1515.1,314.14,757.62,400.0,2986.86,24.0,658.15,682.15,0.02,2304.71,55.98,786.71,268.07,97.81,134.07,0.16,219.06
6,20,1,0.98994,0.97971,0.97637,0.97971,0.97971,0.97617,0.97582,0.97516,0.97516,0.97785,0.97582,0.9527,0.96124,0.9701,0.94998,1509.52,199.9,725.14,400.0,2834.56,0.1,713.43,713.53,0.0,2121.03,50.582,719.97,204.28,62.88,134.9,0.0,237.44
6,21,1,0.99123,0.98229,0.97935,0.98229,0.98229,0.97922,0.97902,0.97822,0.97822,0.98071,0.97902,0.95859,0.96609,0.97567,0.95312,1335.34,116.5,641.96,400.0,2493.8,0.1,635.8,635.9,0.0,1857.9,39.742,630.76,176.0,37.02,134.91,0.0,211.65
6,22,1,0.99226,0.98441,0.98189,0.98441,0.98441,0.98161,0.98145,0.98061,0.98061,0.98308,0.98145,0.96405,0.96944,0.97867,0.95558,1155.97,96.26,597.38,400.0,2249.61,0.1,629.41,629.51,0.0,1620.1,31.75,549.32,156.74,30.77,134.9,0.0,209.52
6,23,1,0.99366,0.98722,0.98548,0.98722,0.98722,0.98427,0.98413,0.98327,0.98327,0.98551,0.98413,0.97317,0.97255,0.98176,0.95831,808.55,82.1,577.35,400.0,1868.0,0.1,530.35,530.45,0.0,1337.55,22.117,452.28,178.6,26.41,134.89,0.0,176.58
7,0,1,0.9948,0.98965,0.9884,0.98965,0.98965,0.987,0.98685,0.986,0.986,0.98837,0.98685,0.97956,0.97583,0.98448,0.96112,585.54,81.84,552.12,400.0,1619.5,0.1,590.4,590.5,0.0,1029.0,16.427,347.68,150.09,26.47,134.88,0.0,196.55
7,1,1,0.99502,0.99012,0.98899,0.99012,0.99012,0.98749,0.98735,0.98649,0.98649,0.9889,0.98735,0.98102,0.97605,0.98508,0.96162,529.55,78.3,565.55,400.0,1573.4,0.1,608.93,609.03,0.0,964.37,15.605,325.94,147.33,25.35,134.89,0.0,202.72
7,2,1,0.99561,0.99142,0.99049,0.99142,0.99142,0.9891,0.98897,0.98811,0.98811,0.99065,0.98897,0.98389,0.97828,0.98671,0.96328,440.06,77.72,536.39,400.0,1454.17,0.1,668.38,668.48,0.0,785.69,13.376,265.71,117.55,25.25,134.87,0.0,222.48
7,3,1,0.99559,0.99135,0.99047,0.99135,0.99135,0.98884,0.9887,0.98785,0.98785,0.9903,0.9887,0.98431,0.9778,0.98636,0.96302,411.31,80.79,547.35,400.0,1439.45,0.1,628.83,628.93,0.0,810.52,13.418,273.94,135.4,26.23,134.87,0.0,209.33
7,4,1,0.99545,0.99106,0.99015,0.99106,0.99106,0.9885,0.98837,0.98751,0.98751,0.99001,0.98837,0.98371,0.97684,0.98608,0.96267,429.37,78.83,577.08,400.0,1485.28,0.1,649.61,649.71,0.0,835.57,14.129,282.52,137.86,25.58,134.86,0.0,216.23
7,5,1,0.99497,0.99,0.98899,0.99,0.99,0.98708,0.98691,0.98609,0.98609,0.98847,0.98691,0.9818,0.97482,0.98407,0.9612,478.21,97.91,605.05,400.0,1581.17,24.0,597.45,621.45,0.02,959.72,15.989,332.04,170.66,31.65,134.71,0.16,198.89
7,6,1,0.99335,0.98659,0.98512,0.98659,0.98659,0.98275,0.98247,0.98177,0.98179,0.98395,0.98247,0.97477,0.96841,0.97785,0.95677,681.76,160.39,701.86,400.0,1944.01,120.0,516.03,636.03,0.1,1307.98,23.967,477.61,246.48,51.23,130.88,4.0,171.81
7,7,1,0.99115,0.98205,0.98011,0.98205,0.98205,0.97683,0.97629,0.97601,0.97624,0.97784,0.97629,0.96642,0.95892,0.96733,0.95085,892.3,313.4,866.2,400.0,2471.9,360.0,429.25,789.25,0.3,1682.65,38.528,650.95,346.55,98.17,98.86,35.99,142.94
7,8,1,0.9898,0.97951,0.97743,0.97951,0.97951,0.97339,0.97252,0.973,0.97377,0.97422,0.97252,0.96273,0.9526,0.95815,0.94788,953.86,505.33,996.4,400.0,2855.59,660.0,352.82,1012.82,0.55,1842.77,49.047,715.13,388.63,155.71,13.27,120.9,117.51
7,9,1,0.98976,0.97979,0.97803,0.97979,0.97979,0.97336,0.97219,0.9735,0.97493,0.97414,0.97219,0.96555,0.95085,0.95273,0.94836,812.74,685.69,1075.94,400.0,2974.37,900.0,331.29,1231.29,0.75,1743.08,50.705,651.33,373.07,209.43,90.29,224.66,110.34
7,10,1,0.99007,0.9808,0.97921,0.9808,0.9808,0.97472,0.97341,0.97536,0.97741,0.97551,0.97341,0.96796,0.95173,0.95154,0.95018,735.13,770.41,1099.04,400.0,3004.58,1080.0,332.09,1412.09,0.9,1592.49,49.76,559.2,308.04,234.99,188.31,323.31,110.62
7,11,1,0.99032,0.98159,0.98004,0.98159,0.98159,0.97597,0.97459,0.97691,0.97934,0.97684,0.97459,0.96907,0.95314,0.95151,0.95177,718.3,812.13,1093.44,400.0,3023.87,1176.0,368.64,1544.64,0.98,1479.23,49.019,491.63,246.76,247.84,248.07,383.21,122.78
7,12,1,0.99061,0.98226,0.98064,0.98226,0.98226,0.97714,0.97582,0.97815,0.98068,0.97805,0.97582,0.9692,0.95513,0.95388,0.95305,748.4,771.06,1056.95,400.0,2976.41,1200.0,385.12,1585.12,1.0,1391.29,46.404,456.06,201.39,236.35,263.8,398.97,128.27
7,13,1,0.99027,0.98153,0.97986,0.98153,0.98153,0.97614,0.9748,0.97707,0.9795,0.97711,0.9748,0.96802,0.95327,0.95246,0.95194,773.47,785.71,1095.1,400.0,3054.28,1176.0,411.37,1587.37,0.98,1466.91,48.967,488.8,225.3,240.17,248.07,383.2,137.0
7,14,1,0.99053,0.98199,0.9804,0.98199,0.98199,0.97663,0.9753,0.97734,0.97948,0.97783,0.9753,0.96915,0.95406,0.95322,0.95221,736.2,776.51,1082.05,400.0,2994.76,1104.0,509.09,1613.09,0.92,1381.67,46.67,481.94,231.17,237.7,202.8,337.84,169.52
7,15,1,0.9901,0.98077,0.9791,0.98077,0.98077,0.97479,0.97353,0.97508,0.97671,0.97597,0.97353,0.96728,0.95179,0.95255,0.9499,771.64,738.6,1099.66,400.0,3009.9,960.0,499.96,1459.96,0.8,1549.94,48.936,574.09,310.56,225.67,120.71,255.57,166.47
7,16,1,0.98974,0.9797,0.97785,0.9797,0.9797,0.97336,0.97211,0.97309,0.974,0.97476,0.97211,0.96478,0.95138,0.95135,0.94796,850.71,732.03,1051.31,400.0,3034.05,720.0,594.65,1314.65,0.6,1719.4,51.529,662.45,371.35,223.07,9.66,143.86,197.95
7,17,1,0.98908,0.97796,0.97569,0.97796,0.97796,0.97137,0.97025,0.97062,0.97093,0.97269,0.97025,0.95967,0.9509,0.95167,0.94556,1034.8,655.81,979.37,400.0,3069.98,420.0,558.69,978.69,0.35,2091.29,56.908,785.1,430.07,199.77,84.54,48.98,186.0
7,18,1,0.98929,0.97834,0.97555,0.97834,0.97834,0.97297,0.97213,0.97199,0.97201,0.97459,0.97213,0.9558,0.95513,0.95813,0.9469,1266.96,492.43,859.35,400.0,3018.74,120.0,686.29,806.29,0.1,2212.45,54.591,777.28,343.51,151.71,129.97,4.0,228.42
7,19,1,0.98941,0.9786,0.97534,0.9786,0.9786,0.97433,0.97378,0.97332,0.97333,0.97601,0.97378,0.95222,0.95813,0.96474,0.94819,1473.97,317.02,783.27,400.0,2974.26,24.0,712.48,736.48,0.02,2237.78,54.348,764.0,259.76,98.78,134.2,0.16,237.12
7,20,1,0.98991,0.97961,0.97629,0.97961,0.97961,0.97596,0.97561,0.97495,0.97495,0.97754,0.97561,0.95277,0.96112,0.96985,0.94978,1500.2,201.61,720.51,400.0,2822.32,0.1,672.99,673.09,0.0,2149.23,50.617,729.25,216.65,63.38,134.84,0.0,224.0
7,21,1,0.99095,0.9817,0.97867,0.9817,0.9817,0.97854,0.97832,0.97753,0.97753,0.98,0.97832,0.95718,0.96524,0.97479,0.95241,1379.32,123.19,649.39,400.0,2551.9,0.1,622.93,623.03,0.0,1928.87,41.991,654.97,184.87,39.08,134.91,0.0,207.37
7,22,1,0.9922,0.98427,0.98178,0.98427,0.98427,0.98131,0.98115,0.98031,0.98031,0.98275,0.98115,0.96421,0.96861,0.97841,0.95527,1139.35,95.18,622.76,400.0,2257.29,0.1,614.07,614.17,0.0,1643.12,32.056,557.1,170.08,30.41,134.9,0.0,204.42
7,23,1,0.99368,0.98731,0.98547,0.98731,0.98731,0.98459,0.98446,0.98359,0.9836,0.98593,0.98446,0.97253,0.9733,0.9822,0.95864,848.96,77.98,556.54,400.0,1883.48,0.1,573.1,573.2,0.0,1310.28,22.144,443.28,156.0,25.1,134.89,0.0,190.8
8,0,1,0.99469,0.98937,0.98809,0.98937,0.98937,0.98663,0.9865,0.98564,0.98564,0.9879,0.9865,0.97899,0.97566,0.98422,0.96074,602.31,78.45,542.43,400.0,1623.19,0.1,543.21,543.31,0.0,1079.88,16.797,364.78,161.44,25.36,134.88,0.0,180.86
8,1,1,0.99509,0.9903,0.98916,0.9903,0.9903,0.98778,0.98764,0.98679,0.98679,0.98926,0.98764,0.98113,0.97658,0.9853,0.96192,533.41,80.63,554.04,400.0,1568.08,0.1,634.52,634.62,0.0,933.46,15.309,315.56,135.7,26.12,134.9,0.0,211.23
8,2,1,0.99534,0.99078,0.98981,0.99078,0.99078,0.98815,0.98801,0.98716,0.98716,0.98954,0.98801,0.98298,0.97697,0.98568,0.9623,454.74,80.27,553.31,400.0,1488.32,0.1,596.91,597.01,0.0,891.31,14.299,301.17,147.87,26.02,134.88,0.0,198.72
8,3,1,0.99578,0.99181,0.99094,0.99181,0.99181,0.9896,0.98946,0.98861,0.98861,0.99128,0.98946,0.98477,0.97856,0.9871,0.96379,412.03,81.23,547.2,400.0,1440.46,0.1,723.22,723.32,0.0,717.14,13.042,242.73,104.1,26.41,134.87,0.0,240.7
8,4,1,0.99551,0.99122,0.99033,0.99122,0.99122,0.98871,0.98856,0.98771,0.98771,0.99029,0.98856,0.98404,0.97682,0.9862,0.96288,419.07,81.47,587.77,400.0,1488.31,0.1,684.61,684.71,0.0,803.6,14.073,271.8,130.65,26.44,134.85,0.0,227.86
8,5,1,0.99499,0.99007,0.98907,0.99007,0.99007,0.98715,0.98699,0.98616,0.98616,0.98858,0.98699,0.982,0.97465,0.98421,0.96128,470.16,95.76,616.56,400.0,1582.48,24.0,613.13,637.13,0.02,945.35,15.995,327.28,168.63,30.96,134.71,0.16,204.11
8,6,1,0.99319,0.98621,0.98475,0.98621,0.98621,0.98217,0.98189,0.98119,0.98121,0.9833,0.98189,0.97441,0.96733,0.97725,0.95617,680.9,161.06,725.42,400.0,1967.38,120.0,483.4,603.4,0.1,1363.98,25.036,496.56,265.54,51.38,130.88,4.0,160.96
8,7,1,0.99103,0.9818,0.97984,0.9818,0.9818,0.9765,0.97596,0.97568,0.97591,0.97751,0.97596,0.96597,0.95823,0.967,0.95051,903.13,313.57,882.72,400.0,2499.42,360.0,427.69,787.69,0.3,1711.73,39.539,660.91,352.7,98.16,98.86,35.99,142.42
8,8,1,0.98976,0.97943,0.97732,0.97943,0.97943,0.97334,0.97248,0.97295,0.97372,0.9742,0.97248,0.96236,0.95259,0.95808,0.94783,969.45,506.29,994.67,400.0,2870.41,660.0,362.62,1022.62,0.55,1847.79,49.337,716.84,385.02,155.99,13.26,120.9,120.77
8,9,1,0.98947,0.97918,0.97738,0.97918,0.97918,0.97248,0.97132,0.97262,0.97405,0.97319,0.97132,0.96469,0.94896,0.95206,0.94751,826.16,679.1,1123.16,400.0,3028.42,900.0,302.22,1202.22,0.75,1826.2,53.433,678.72,395.58,207.11,90.56,224.67,100.67
