timestamp,hour,month,day_of_week,residential_load_MW,commercial_load_MW,industrial_load_MW,critical_load_MW,total_load_MW,solar_MW,wind_MW,thermal_MW,grid_import_MW,grid_export_MW,avg_voltage_pu,min_voltage_pu,max_voltage_pu,frequency_Hz,feeder_losses_kW,power_factor,grid_mode,outage_flag,undervoltage_flag,overload_flag,anomaly_label
2025-02-21 17:00:00,17,2,4,10.077,5.436,5.199,3.22,23.356,3.169,3.651,12.0,0.0,14.371,1.023,1.0001,1.0653,50.029,232.122,0.9613,grid_connected,0,0,0,normal
2025-02-21 18:00:00,18,2,4,11.712,3.758,5.077,3.22,23.432,0.0,1.561,12.0,0.0,12.982,1.0176,1.0,1.042,50.013,12.592,0.6705,grid_connected,0,0,0,normal
2025-02-21 19:00:00,19,2,4,13.231,2.442,4.997,3.22,23.656,0.0,5.982,12.0,0.0,14.366,1.0206,1.0001,1.0593,50.035,201.459,0.9584,grid_connected,0,0,0,normal
2025-02-21 20:00:00,20,2,4,13.86,1.576,4.949,3.22,23.031,0.0,1.024,12.0,0.0,11.947,1.0169,1.0,1.046,50.007,15.254,0.8619,grid_connected,0,0,0,normal
2025-02-21 21:00:00,21,2,4,13.231,1.089,4.923,3.22,22.95,0.0,6.19,12.0,0.0,14.32,1.022,1.0001,1.0635,50.021,222.178,0.9628,grid_connected,0,0,0,normal
2025-02-21 22:00:00,22,2,4,11.712,0.852,4.91,3.22,20.408,0.0,3.526,12.0,0.0,13.885,1.0199,1.0001,1.0451,50.036,54.96,0.951,grid_connected,0,0,0,normal
2025-02-21 23:00:00,23,2,4,10.077,0.753,4.904,3.22,18.759,0.0,3.714,12.0,0.0,13.735,1.0195,1.0001,1.0415,50.011,67.485,0.9735,grid_connected,0,0,0,normal
2025-02-22 00:00:00,0,2,5,7.875,0.665,4.91,3.22,17.089,0.0,4.755,12.0,0.0,13.639,1.0218,1.0001,1.0524,50.032,134.84,0.986,grid_connected,0,0,0,normal
2025-02-22 01:00:00,1,2,5,7.875,0.665,4.923,3.22,16.791,0.0,3.579,12.0,0.0,13.537,1.0217,1.0001,1.0445,50.024,65.892,0.9863,grid_connected,0,0,0,normal
2025-02-22 02:00:00,2,2,5,7.881,0.666,4.949,3.22,16.256,0.0,4.864,11.392,0.0,12.971,1.0214,1.0001,1.0562,50.035,146.352,0.9881,grid_connected,0,0,0,normal
2025-02-22 03:00:00,3,2,5,7.933,0.669,4.997,3.22,17.126,0.0,0.608,12.0,0.0,11.708,1.0179,1.0001,1.0389,50.0,8.946,0.9609,grid_connected,0,0,0,wind_lull
2025-02-22 04:00:00,4,2,5,8.207,0.68,5.077,3.22,16.972,0.0,0.726,12.0,0.0,11.961,1.0188,1.0001,1.0395,50.031,7.53,0.9531,grid_connected,0,0,0,wind_lull
2025-02-22 05:00:00,5,2,5,9.034,0.715,5.199,3.22,18.625,0.0,4.359,12.0,0.0,13.758,1.0221,1.0001,1.0505,50.014,102.864,0.9793,grid_connected,0,0,0,normal
2025-02-22 06:00:00,6,2,5,10.328,0.81,5.364,3.22,20.08,0.0,4.609,12.0,0.0,13.914,1.021,1.0001,1.0503,50.018,113.645,0.972,grid_connected,0,0,0,normal
2025-02-22 07:00:00,7,2,5,11.025,1.034,5.564,3.22,20.628,3.775,8.066,8.787,0.0,11.594,1.0276,0.991,1.1155,50.019,926.331,0.9454,grid_connected,0,0,0,normal
2025-02-22 08:00:00,8,2,5,10.328,1.497,5.779,3.22,20.799,7.116,3.188,10.494,0.0,13.093,1.0242,0.9979,1.101,50.039,666.735,0.9487,grid_connected,0,0,0,normal
2025-02-22 09:00:00,9,2,5,9.034,2.32,5.974,3.22,20.278,8.829,3.347,8.103,0.0,10.857,1.0263,0.9837,1.1344,50.018,1017.506,0.931,grid_connected,0,0,0,normal
2025-02-22 10:00:00,10,2,5,8.207,3.57,6.111,3.22,20.516,12.552,2.803,5.161,0.0,8.299,1.0314,0.8838,1.2099,50.001,1945.314,0.8751,grid_connected,0,1,0,voltage_sag
2025-02-22 11:00:00,11,2,5,7.933,5.165,6.16,3.22,22.27,13.098,3.918,5.254,0.0,8.976,1.03,0.8707,1.2117,50.039,2338.711,0.8541,grid_connected,0,1,0,voltage_sag
2025-02-22 12:00:00,12,2,5,7.886,6.815,6.111,3.22,23.868,12.24,3.837,7.791,0.0,11.384,1.0298,0.8792,1.209,50.018,2050.146,0.8646,grid_connected,0,1,0,voltage_sag
2025-02-22 13:00:00,13,2,5,7.901,8.083,5.974,3.22,24.835,11.204,2.287,11.343,0.0,14.175,1.0475,0.9083,1.2138,50.027,1425.005,0.8942,grid_connected,0,1,0,voltage_sag
2025-02-22 14:00:00,14,2,5,7.985,8.562,5.779,3.22,25.143,11.522,4.474,9.147,0.0,12.756,1.0304,0.8844,1.2104,50.029,1997.049,0.8666,grid_connected,0,1,0,voltage_sag
2025-02-22 15:00:00,15,2,5,8.247,8.083,5.564,3.22,25.083,10.027,4.221,10.834,0.0,13.721,1.049,0.8973,1.2216,50.021,1566.926,0.892,grid_connected,0,1,0,voltage_sag
2025-02-22 16:00:00,16,2,5,8.887,6.815,5.364,3.22,23.622,7.37,3.238,12.0,0.0,14.858,1.0248,0.993,1.1079,50.011,690.628,0.94,grid_connected,0,0,0,normal
2025-02-22 17:00:00,17,2,5,10.077,5.165,5.199,3.22,23.283,3.523,3.662,12.0,0.0,14.396,1.0221,1.0001,1.0638,50.019,265.496,0.961,grid_connected,0,0,0,normal
2025-02-22 18:00:00,18,2,5,11.712,3.57,5.077,3.22,23.322,0.0,3.098,12.0,0.0,14.154,1.0177,1.0001,1.0427,50.005,35.456,0.8165,grid_connected,0,0,0,normal
2025-02-22 19:00:00,19,2,5,13.231,2.32,4.997,3.22,24.311,0.0,1.697,12.0,0.0,13.165,1.017,1.0,1.0424,50.008,13.838,0.607,grid_connected,0,0,0,normal
2025-02-22 20:00:00,20,2,5,13.86,1.497,4.949,3.22,23.968,0.0,3.752,12.0,0.0,14.243,1.0179,1.0001,1.0446,50.006,58.445,0.8944,grid_connected,0,0,0,normal
2025-02-22 21:00:00,21,2,5,13.231,1.034,4.923,3.22,22.028,0.0,6.158,12.0,0.0,14.23,1.0231,1.0001,1.0651,50.005,223.442,0.967,grid_connected,0,0,0,normal
2025-02-22 22:00:00,22,2,5,11.712,0.81,4.91,3.22,20.17,0.0,4.51,12.0,0.0,13.916,1.0206,1.0001,1.0489,50.022,107.265,0.9708,grid_connected,0,0,0,normal
2025-02-22 23:00:00,23,2,5,10.077,0.715,4.904,3.22,18.397,0.0,1.961,12.0,0.0,13.64,1.0177,1.0001,1.0389,50.004,12.195,0.7025,grid_connected,0,0,0,normal
2025-02-23 00:00:00,0,2,6,7.875,0.665,4.91,3.22,17.09,0.0,4.406,12.0,0.0,13.613,1.0206,1.0001,1.0481,50.026,111.705,0.9861,grid_connected,0,0,0,normal
2025-02-23 01:00:00,1,2,6,7.875,0.665,4.923,3.22,17.082,0.0,0.722,12.0,0.0,11.941,1.0186,1.0001,1.0395,50.008,7.719,0.9522,grid_connected,0,0,0,wind_lull
2025-02-23 02:00:00,2,2,6,7.881,0.666,4.949,3.22,17.085,0.0,5.766,11.32,0.0,13.058,1.0229,1.0001,1.0655,50.001,214.718,0.984,grid_connected,0,0,0,normal
2025-02-23 03:00:00,3,2,6,7.933,0.669,4.997,3.22,16.928,0.0,4.397,12.0,0.0,13.597,1.0208,1.0001,1.0483,50.036,111.655,0.9867,grid_connected,0,0,0,normal
2025-02-23 04:00:00,4,2,6,8.207,0.68,5.077,3.22,17.596,0.0,3.979,12.0,0.0,13.636,1.0221,1.0001,1.0479,50.028,84.208,0.9834,grid_connected,0,0,0,normal
2025-02-23 05:00:00,5,2,6,9.034,0.715,5.199,3.22,18.264,0.0,3.465,12.0,0.0,13.674,1.0192,1.0001,1.0393,50.024,57.082,0.9745,grid_connected,0,0,0,normal
2025-02-23 06:00:00,6,2,6,10.328,0.81,5.364,3.22,19.571,0.0,5.934,12.0,0.0,13.974,1.022,1.0001,1.0613,50.007,216.75,0.9764,grid_connected,0,0,0,normal
2025-02-23 07:00:00,7,2,6,11.025,1.034,5.564,3.22,20.433,2.964,6.706,10.763,0.0,13.243,1.0258,0.998,1.0913,50.038,582.112,0.9608,grid_connected,0,0,0,normal
2025-02-23 08:00:00,8,2,6,10.328,1.497,5.779,3.22,21.217,6.149,5.31,9.758,0.0,12.55,1.0253,0.9918,1.1109,50.027,834.483,0.9432,grid_connected,0,0,0,normal
2025-02-23 09:00:00,9,2,6,9.034,2.32,5.974,3.22,21.059,10.014,4.057,6.988,0.0,9.512,1.0532,0.9194,1.2159,50.036,1542.595,0.9047,grid_connected,0,1,0,voltage_sag
2025-02-23 10:00:00,10,2,6,8.207,3.57,6.111,3.22,20.617,10.942,3.694,5.981,0.0,8.876,1.0304,0.9037,1.2069,50.027,1731.384,0.889,grid_connected,0,1,0,voltage_sag
2025-02-23 11:00:00,11,2,6,7.933,5.165,6.16,3.22,21.931,11.824,2.576,7.532,0.0,10.548,1.0296,0.8966,1.204,50.009,1688.529,0.884,grid_connected,0,1,0,voltage_sag
2025-02-23 12:00:00,12,2,6,7.886,6.815,6.111,3.22,24.355,13.547,2.8,8.009,0.0,11.727,1.0307,0.876,1.2088,50.031,2156.393,0.8548,grid_connected,0,1,0,voltage_sag
2025-02-23 13:00:00,13,2,6,7.901,8.083,5.974,3.22,25.287,14.035,3.406,7.846,0.0,11.966,1.0294,0.8659,1.2102,50.039,2424.805,0.841,grid_connected,0,1,0,voltage_sag
2025-02-23 14:00:00,14,2,6,7.985,8.562,5.779,3.22,24.962,11.647,4.596,8.719,0.0,12.363,1.0317,0.8784,1.2155,50.009,2063.747,0.8644,grid_connected,0,1,0,voltage_sag
2025-02-23 15:00:00,15,2,6,8.247,8.083,5.564,3.22,25.393,9.824,1.729,12.0,0.0,15.114,1.0224,0.9848,1.1274,50.024,890.948,0.9189,grid_connected,0,0,0,normal
2025-02-23 16:00:00,16,2,6,8.887,6.815,5.364,3.22,24.01,6.0,2.338,12.0,0.0,14.602,1.0214,0.9971,1.0803,50.022,390.816,0.9504,grid_connected,0,0,0,normal
2025-02-23 17:00:00,17,2,6,10.077,5.165,5.199,3.22,23.054,3.319,3.414,12.0,0.0,14.334,1.0231,1.0001,1.0654,50.025,225.964,0.9622,grid_connected,0,0,0,normal
2025-02-23 18:00:00,18,2,6,11.712,3.57,5.077,3.22,23.255,0.0,6.349,12.0,0.0,14.364,1.022,1.0001,1.0647,50.031,235.054,0.9617,grid_connected,0,0,0,normal
2025-02-23 19:00:00,19,2,6,13.231,2.32,4.997,3.22,23.302,0.0,2.147,12.0,0.0,14.13,1.017,1.0,1.0448,50.026,15.491,0.0262,grid_connected,0,0,0,normal
2025-02-23 20:00:00,20,2,6,13.86,1.497,4.949,3.22,23.79,0.0,1.481,12.0,0.0,12.786,1.0183,1.0,1.048,50.033,13.272,0.7225,grid_connected,0,0,0,normal
2025-02-23 21:00:00,21,2,6,13.231,1.034,4.923,3.22,22.939,0.0,2.872,12.0,0.0,14.111,1.0193,1.0001,1.0415,50.019,29.176,0.771,grid_connected,0,0,0,normal
2025-02-23 22:00:00,22,2,6,11.712,0.81,4.91,3.22,20.122,0.0,2.213,12.0,0.0,13.815,1.0165,1.0001,1.0395,50.008,15.921,0.672,grid_connected,0,0,0,normal
2025-02-23 23:00:00,23,2,6,10.077,0.715,4.904,3.22,18.37,0.0,4.721,12.0,0.0,13.757,1.02,1.0001,1.0491,50.021,127.721,0.981,grid_connected,0,0,0,normal
2025-02-24 00:00:00,0,2,0,7.875,0.7,4.91,3.22,16.395,0.0,4.568,11.827,0.0,13.389,1.0221,1.0001,1.0517,50.013,124.688,0.9884,grid_connected,0,0,0,normal
2025-02-24 01:00:00,1,2,0,7.875,0.7,4.923,3.22,16.865,0.0,6.022,10.844,0.0,12.594,1.0238,1.0001,1.0689,50.032,238.583,0.9838,grid_connected,0,0,0,normal
2025-02-24 02:00:00,2,2,0,7.881,0.701,4.949,3.22,16.253,0.0,2.807,12.0,0.0,13.452,1.0193,1.0001,1.0368,50.021,35.214,0.9844,grid_connected,0,0,0,normal
2025-02-24 03:00:00,3,2,0,7.933,0.704,4.997,3.22,16.739,0.0,5.62,11.119,0.0,12.814,1.023,1.0001,1.0644,50.034,203.71,0.9852,grid_connected,0,0,0,normal
2025-02-24 04:00:00,4,2,0,8.207,0.716,5.077,3.22,17.134,0.0,3.639,12.0,0.0,13.573,1.0215,1.0001,1.0445,50.039,67.898,0.9846,grid_connected,0,0,0,normal
2025-02-24 05:00:00,5,2,0,9.034,0.753,5.199,3.22,18.175,0.0,3.863,12.0,0.0,13.686,1.0209,1.0001,1.045,50.006,76.381,0.9793,grid_connected,0,0,0,normal
2025-02-24 06:00:00,6,2,0,10.328,0.852,5.364,3.22,19.315,0.0,4.02,12.0,0.0,13.805,1.0199,1.0001,1.0443,50.037,81.603,0.9725,grid_connected,0,0,0,normal
2025-02-24 07:00:00,7,2,0,11.025,1.089,5.564,3.22,20.955,3.412,2.68,12.0,0.0,14.076,1.0202,1.0001,1.0565,50.04,186.301,0.9695,grid_connected,0,0,0,normal
2025-02-24 08:00:00,8,2,0,10.328,1.576,5.779,3.22,20.577,7.043,3.636,9.898,0.0,12.527,1.0248,0.9957,1.1056,50.0,722.939,0.9472,grid_connected,0,0,0,normal
2025-02-24 09:00:00,9,2,0,9.034,2.442,5.974,3.22,20.157,8.079,3.27,8.808,0.0,11.451,1.0258,0.9866,1.1249,50.013,858.558,0.9398,grid_connected,0,0,0,normal
2025-02-24 10:00:00,10,2,0,8.207,3.758,6.111,3.22,20.735,11.754,3.953,5.029,0.0,8.251,1.0306,0.8822,1.213,50.01,1998.399,0.8753,grid_connected,0,1,0,voltage_sag
2025-02-24 11:00:00,11,2,0,7.933,5.436,6.16,3.22,22.282,13.789,4.979,3.513,0.0,7.653,1.0335,0.8585,1.2155,50.018,2847.701,0.8335,grid_connected,0,1,0,voltage_sag
2025-02-24 12:00:00,12,2,0,7.886,7.174,6.111,3.22,24.852,14.039,5.398,5.415,0.0,10.052,1.0304,0.8532,1.2112,50.021,2984.102,0.8217,grid_connected,0,1,0,voltage_sag
2025-02-24 13:00:00,13,2,0,7.901,8.509,5.974,3.22,25.359,12.779,2.52,10.061,0.0,13.574,1.0279,0.889,1.2059,50.001,1879.306,0.8649,grid_connected,0,1,0,voltage_sag
2025-02-24 14:00:00,14,2,0,7.985,9.013,5.779,3.22,25.618,10.386,3.849,11.383,0.0,14.726,1.0289,0.9805,1.1689,50.015,1427.084,0.8982,grid_connected,0,0,0,normal
2025-02-24 15:00:00,15,2,0,8.247,8.509,5.564,3.22,25.233,8.055,2.702,12.0,0.0,15.034,1.0219,0.9898,1.1085,50.023,714.403,0.9317,grid_connected,0,0,0,normal
2025-02-24 16:00:00,16,2,0,8.887,7.174,5.364,3.22,25.267,5.72,5.83,12.0,0.0,15.137,1.0252,0.9892,1.1109,50.035,807.778,0.9355,grid_connected,0,0,0,normal
2025-02-24 17:00:00,17,2,0,10.077,5.436,5.199,3.22,24.117,2.937,3.625,12.0,0.0,14.419,1.0214,1.0001,1.0604,50.037,207.557,0.9577,grid_connected,0,0,0,normal
2025-02-24 18:00:00,18,2,0,11.712,3.758,5.077,3.22,23.743,0.0,3.627,12.0,0.0,14.215,1.0177,1.0001,1.0442,50.034,53.651,0.888,grid_connected,0,0,0,normal
2025-02-24 19:00:00,19,2,0,13.231,2.442,4.997,3.22,23.398,0.0,5.002,12.0,0.0,14.258,1.0196,1.0001,1.0487,50.021,128.126,0.9521,grid_connected,0,0,0,normal
2025-02-24 20:00:00,20,2,0,13.86,1.576,4.949,3.22,23.062,0.0,2.562,12.0,0.0,14.114,1.0194,1.0001,1.0466,50.002,21.842,0.5842,grid_connected,0,0,0,normal
2025-02-24 21:00:00,21,2,0,13.231,1.089,4.923,3.22,22.798,0.0,3.475,12.0,0.0,14.117,1.0184,1.0001,1.0439,50.035,48.924,0.8984,grid_connected,0,0,0,normal
2025-02-24 22:00:00,22,2,0,11.712,0.852,4.91,3.22,20.102,0.0,1.578,12.0,0.0,13.35,1.0188,1.0001,1.043,50.031,8.97,0.4724,grid_connected,0,0,0,normal
2025-02-24 23:00:00,23,2,0,10.077,0.753,4.904,3.22,18.938,0.0,3.003,12.0,0.0,13.721,1.0197,1.0001,1.0435,50.03,37.359,0.9532,grid_connected,0,0,0,normal
2025-02-25 00:00:00,0,2,1,7.875,0.7,4.91,3.22,16.524,0.0,3.293,12.0,0.0,13.498,1.0209,1.0001,1.0413,50.024,53.467,0.9865,grid_connected,0,0,0,normal
2025-02-25 01:00:00,1,2,1,7.875,0.7,4.923,3.22,16.83,0.0,0.919,12.0,0.0,12.361,1.018,1.0001,1.0407,50.008,6.132,0.9248,grid_connected,0,0,0,wind_lull
2025-02-25 02:00:00,2,2,1,7.881,0.701,4.949,3.22,17.238,0.0,1.423,12.0,0.0,13.329,1.0167,1.0001,1.0366,50.013,6.686,0.3548,grid_connected,0,0,0,normal
2025-02-25 03:00:00,3,2,1,7.933,0.704,4.997,3.22,17.335,0.0,4.02,12.0,0.0,13.613,1.0206,1.0001,1.0487,50.024,87.554,0.9846,grid_connected,0,0,0,normal
2025-02-25 04:00:00,4,2,1,8.207,0.716,5.077,3.22,17.022,0.0,5.156,11.866,0.0,13.534,1.0214,1.0001,1.0581,50.014,165.095,0.9855,grid_connected,0,0,0,normal
2025-02-25 05:00:00,5,2,1,9.034,0.753,5.199,3.22,18.306,0.0,1.749,12.0,0.0,13.628,1.0168,1.0001,1.0379,50.008,9.539,0.357,grid_connected,0,0,0,normal
2025-02-25 06:00:00,6,2,1,10.328,0.852,5.364,3.22,19.868,0.0,5.142,12.0,0.0,13.935,1.0231,1.0001,1.0574,50.027,150.499,0.9752,grid_connected,0,0,0,normal
2025-02-25 07:00:00,7,2,1,11.025,1.089,5.564,3.22,20.879,3.559,8.927,8.393,0.0,11.301,1.0273,0.9837,1.125,50.004,1061.482,0.9395,grid_connected,0,0,0,normal
2025-02-25 08:00:00,8,2,1,10.328,1.576,5.779,3.22,20.328,5.976,5.217,9.135,0.0,11.82,1.0264,0.9944,1.1089,50.028,795.98,0.9473,grid_connected,0,0,0,normal
2025-02-25 09:00:00,9,2,1,9.034,2.442,5.974,3.22,20.076,10.138,1.506,8.432,0.0,11.114,1.0239,0.9844,1.1319,50.025,971.336,0.9287,grid_connected,0,0,0,normal
2025-02-25 10:00:00,10,2,1,8.207,3.758,6.111,3.22,21.375,12.407,3.58,5.389,0.0,8.726,1.0315,0.8814,1.2107,50.022,2079.974,0.8685,grid_connected,0,1,0,voltage_sag
2025-02-25 11:00:00,11,2,1,7.933,5.436,6.16,3.22,22.417,12.033,4.371,6.013,0.0,9.493,1.0324,0.8764,1.216,50.018,2157.743,0.865,grid_connected,0,1,0,voltage_sag
2025-02-25 12:00:00,12,2,1,7.886,7.174,6.111,3.22,24.206,13.335,3.96,6.911,0.0,10.85,1.0308,0.8661,1.213,50.008,2381.768,0.848,grid_connected,0,1,0,voltage_sag
2025-02-25 13:00:00,13,2,1,7.901,8.509,5.974,3.22,25.884,11.639,7.18,7.065,0.0,11.455,1.0326,0.8593,1.2155,50.002,2750.702,0.8369,grid_connected,0,1,0,voltage_sag
2025-02-25 14:00:00,14,2,1,7.985,9.013,5.779,3.22,25.367,10.149,5.195,10.023,0.0,13.416,1.0305,0.9028,1.2049,50.001,1807.334,0.8784,grid_connected,0,1,0,voltage_sag
2025-02-25 15:00:00,15,2,1,8.247,8.509,5.564,3.22,25.782,9.274,3.11,12.0,0.0,15.241,1.0251,0.9879,1.1324,50.031,1000.683,0.9173,grid_connected,0,0,0,normal
2025-02-25 16:00:00,16,2,1,8.887,7.174,5.364,3.22,24.324,6.836,4.374,12.0,0.0,15.001,1.025,0.9899,1.1122,50.015,768.156,0.9367,grid_connected,0,0,0,normal
2025-02-25 17:00:00,17,2,1,10.077,5.436,5.199,3.22,24.476,3.371,2.11,12.0,0.0,14.368,1.0212,1.0001,1.0489,50.02,129.157,0.947,grid_connected,0,0,0,normal
2025-02-25 18:00:00,18,2,1,11.712,3.758,5.077,3.22,24.369,0.0,3.838,12.0,0.0,14.285,1.0177,1.0001,1.0448,50.013,61.519,0.8923,grid_connected,0,0,0,normal
2025-02-25 19:00:00,19,2,1,13.231,2.442,4.997,3.22,24.087,0.0,5.916,12.0,0.0,14.4,1.0198,1.0001,1.0576,50.037,194.271,0.9555,grid_connected,0,0,0,normal
2025-02-25 20:00:00,20,2,1,13.86,1.576,4.949,3.22,23.567,0.0,2.671,12.0,0.0,14.167,1.0192,1.0001,1.0469,50.027,24.041,0.609,grid_connected,0,0,0,normal
2025-02-25 21:00:00,21,2,1,13.231,1.089,4.923,3.22,22.129,0.0,3.949,12.0,0.0,14.074,1.0213,1.0001,1.0458,50.014,70.458,0.9419,grid_connected,0,0,0,normal
2025-02-25 22:00:00,22,2,1,11.712,0.852,4.91,3.22,20.661,0.0,4.215,12.0,0.0,13.945,1.0188,1.0001,1.0437,50.012,88.634,0.9638,grid_connected,0,0,0,normal
2025-02-25 23:00:00,23,2,1,10.077,0.753,4.904,3.22,18.687,0.0,3.35,12.0,0.0,13.71,1.0199,1.0001,1.0446,50.039,50.993,0.9685,grid_connected,0,0,0,normal
2025-02-26 00:00:00,0,2,2,7.875,0.7,4.91,3.22,16.27,0.0,5.182,11.088,0.0,12.7,1.0223,1.0001,1.0601,50.037,170.129,0.9874,grid_connected,0,0,0,normal
2025-02-26 01:00:00,1,2,2,7.875,0.7,4.923,3.22,16.805,0.0,3.248,12.0,0.0,13.523,1.0204,1.0001,1.04,50.027,50.923,0.9843,grid_connected,0,0,0,normal
2025-02-26 02:00:00,2,2,2,7.881,0.701,4.949,3.22,16.908,0.0,2.83,12.0,0.0,13.516,1.0184,1.0001,1.0367,50.016,34.88,0.9777,grid_connected,0,0,0,normal
2025-02-26 03:00:00,3,2,2,7.933,0.704,4.997,3.22,17.104,0.0,7.95,9.154,0.0,11.181,1.0233,0.9995,1.0842,50.038,449.752,0.9752,grid_connected,0,0,0,normal
2025-02-26 04:00:00,4,2,2,8.207,0.716,5.077,3.22,17.565,0.0,2.269,12.0,0.0,13.564,1.0204,1.0001,1.0405,50.027,18.18,0.9282,grid_connected,0,0,0,normal
2025-02-26 05:00:00,5,2,2,9.034,0.753,5.199,3.22,18.376,0.0,2.918,12.0,0.0,13.662,1.0202,1.0001,1.0433,50.016,35.297,0.9596,grid_connected,0,0,0,normal
2025-02-26 06:00:00,6,2,2,10.328,0.852,5.364,3.22,19.844,0.0,3.643,12.0,0.0,13.836,1.0195,1.0001,1.0454,50.037,61.36,0.9617,grid_connected,0,0,0,normal
2025-02-26 07:00:00,7,2,2,11.025,1.089,5.564,3.22,20.288,3.019,4.139,12.0,0.0,14.119,1.024,1.0001,1.0675,50.001,281.616,0.9716,grid_connected,0,0,0,normal
2025-02-26 08:00:00,8,2,2,10.328,1.576,5.779,3.22,21.196,6.199,2.668,12.0,0.0,14.411,1.0234,0.9979,1.0911,50.037,470.128,0.957,grid_connected,0,0,0,normal
2025-02-26 09:00:00,9,2,2,9.034,2.442,5.974,3.22,20.98,8.82,3.825,8.335,0.0,11.199,1.0254,0.9772,1.1401,50.005,1103.75,0.9255,grid_connected,0,0,0,normal
2025-02-26 10:00:00,10,2,2,8.207,3.758,6.111,3.22,21.631,11.732,3.288,6.612,0.0,9.715,1.0287,0.8955,1.2067,50.029,1835.082,0.8792,grid_connected,0,1,0,voltage_sag
2025-02-26 11:00:00,11,2,2,7.933,5.436,6.16,3.22,22.399,12.974,2.227,7.198,0.0,10.525,1.0289,0.8824,1.2062,50.027,1889.936,0.8709,grid_connected,0,1,0,voltage_sag
2025-02-26 12:00:00,12,2,2,7.886,7.174,6.111,3.22,24.821,12.637,3.09,9.095,0.0,12.656,1.0303,0.8817,1.2125,50.039,1971.979,0.8641,grid_connected,0,1,0,voltage_sag
2025-02-26 13:00:00,13,2,2,7.901,8.509,5.974,3.22,25.265,13.175,0.9,11.19,0.0,14.421,1.0261,0.8983,1.2019,50.035,1654.401,0.8706,grid_connected,0,1,0,voltage_sag
2025-02-26 14:00:00,14,2,2,7.985,9.013,5.779,3.22,25.607,12.38,2.646,10.581,0.0,14.039,1.0273,0.8902,1.2056,50.002,1799.121,0.8689,grid_connected,0,1,0,voltage_sag
2025-02-26 15:00:00,15,2,2,8.247,8.509,5.564,3.22,25.42,8.259,6.292,10.87,0.0,13.848,1.0518,0.9152,1.215,50.02,1558.788,0.8994,grid_connected,0,1,0,voltage_sag
2025-02-26 16:00:00,16,2,2,8.887,7.174,5.364,3.22,24.344,6.696,1.782,12.0,0.0,14.655,1.0221,1.0,1.0808,50.037,413.138,0.9469,grid_connected,0,0,0,normal
2025-02-26 17:00:00,17,2,2,10.077,5.436,5.199,3.22,23.603,3.822,4.768,12.0,0.0,14.589,1.0221,0.9995,1.0774,50.021,410.389,0.9567,grid_connected,0,0,0,normal
2025-02-26 18:00:00,18,2,2,11.712,3.758,5.077,3.22,23.307,0.0,4.389,12.0,0.0,14.211,1.0213,1.0001,1.0469,50.019,90.465,0.9408,grid_connected,0,0,0,normal
2025-02-26 19:00:00,19,2,2,13.231,2.442,4.997,3.22,23.203,0.0,2.961,12.0,0.0,14.139,1.0194,1.0001,1.0418,50.04,31.421,0.7846,grid_connected,0,0,0,normal
2025-02-26 20:00:00,20,2,2,13.86,1.576,4.949,3.22,23.169,0.0,2.476,12.0,0.0,14.123,1.0188,1.0,1.0462,50.028,20.227,0.4908,grid_connected,0,0,0,normal
2025-02-26 21:00:00,21,2,2,13.231,1.089,4.923,3.22,22.73,0.0,6.81,12.0,0.0,14.36,1.0222,1.0001,1.0654,50.037,282.379,0.9642,grid_connected,0,0,0,normal
2025-02-26 22:00:00,22,2,2,11.712,0.852,4.91,3.22,21.231,0.0,2.628,12.0,0.0,13.934,1.0169,1.0001,1.041,50.02,24.066,0.8002,grid_connected,0,0,0,normal
2025-02-26 23:00:00,23,2,2,10.077,0.753,4.904,3.22,19.108,0.0,4.258,12.0,0.0,13.798,1.0211,1.0001,1.048,50.009,95.434,0.9759,grid_connected,0,0,0,normal
2025-02-27 00:00:00,0,2,3,7.875,0.7,4.91,3.22,17.078,0.0,5.696,11.382,0.0,13.111,1.0228,1.0001,1.0647,50.021,208.789,0.9842,grid_connected,0,0,0,normal
2025-02-27 01:00:00,1,2,3,7.875,0.7,4.923,3.22,17.039,0.0,1.066,12.0,0.0,12.635,1.0185,1.0001,1.0414,50.025,5.878,0.8749,grid_connected,0,0,0,normal
2025-02-27 02:00:00,2,2,3,7.881,0.701,4.949,3.22,17.063,0.0,5.285,11.778,0.0,13.462,1.0217,1.0001,1.0596,50.028,174.979,0.9852,grid_connected,0,0,0,normal
2025-02-27 03:00:00,3,2,3,7.933,0.704,4.997,3.22,16.857,0.0,1.767,12.0,0.0,13.484,1.019,1.0001,1.0384,50.007,9.797,0.7804,grid_connected,0,0,0,normal
2025-02-27 04:00:00,4,2,3,8.207,0.716,5.077,3.22,17.409,0.0,4.02,12.0,0.0,13.62,1.0205,1.0001,1.0485,50.037,87.357,0.9842,grid_connected,0,0,0,normal
2025-02-27 05:00:00,5,2,3,9.034,0.753,5.199,3.22,18.497,0.0,1.95,12.0,0.0,13.65,1.0175,1.0001,1.0388,50.006,12.023,0.6713,grid_connected,0,0,0,normal
2025-02-27 06:00:00,6,2,3,10.328,0.852,5.364,3.22,19.811,0.0,4.498,12.0,0.0,13.881,1.021,1.0001,1.0495,50.006,107.633,0.973,grid_connected,0,0,0,normal
